airfoil_name,airfoil_file,reynolds_number,angle_of_attack,cl,cd,cm,cl_cd_ratio
vae_airfoil_2,vae_airfoil_2.dat,500000.0,3,[0.74535479],[0.00788988],[-0.08273133],[94.46973165]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,4,[0.8409602],[0.00829851],[-0.07981732],[101.33869067]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,5,[0.92830099],[0.00884265],[-0.07534853],[104.97991205]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,6,[1.01265499],[0.00988143],[-0.07063421],[102.4806156]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,7,[1.09472224],[0.01163453],[-0.06571276],[94.09249456]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,8,[1.17308981],[0.01350286],[-0.06063798],[86.87711929]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,9,[1.24224119],[0.01572549],[-0.0542573],[78.99541042]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,10,[1.30183018],[0.01840421],[-0.04721043],[70.73545628]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,11,[1.35206941],[0.02157095],[-0.03990541],[62.68010233]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,12,[1.39186689],[0.02568682],[-0.03323611],[54.1860283]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,13,[1.42115827],[0.03127013],[-0.02803633],[45.44778782]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,14,[1.43983337],[0.03888889],[-0.02461019],[37.02428923]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,15,[1.44695126],[0.04890913],[-0.02292332],[29.58447923]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,16,[1.44133815],[0.06122374],[-0.02289807],[23.54214366]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,17,[1.42470513],[0.07591727],[-0.02524159],[18.76654956]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,18,[1.40161084],[0.09290958],[-0.03016842],[15.08575211]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,19,[1.37876509],[0.11002769],[-0.0367176],[12.53107408]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,20,[1.3599344],[0.12631997],[-0.04473549],[10.76579076]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,21,[1.34416817],[0.14311777],[-0.05421699],[9.39204246]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,22,[1.32637757],[0.16161184],[-0.0658473],[8.20718042]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,23,[1.29498919],[0.18513802],[-0.08248888],[6.99472317]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,24,[1.23792537],[0.21744941],[-0.10933981],[5.69293507]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,25,[1.17017895],[0.25618756],[-0.13423628],[4.56766507]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,26,[1.14554176],[0.28450865],[-0.15030004],[4.02638633]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,27,[1.17087793],[0.29464849],[-0.16152133],[3.9738127]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,28,[1.20519544],[0.30042344],[-0.17071652],[4.01165577]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,29,[1.23464949],[0.30732681],[-0.17922313],[4.01738303]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-30,[-0.89262633],[0.31317044],[0.09465259],[-2.85028924]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-29,[-0.86625846],[0.30507861],[0.08692448],[-2.83945984]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-28,[-0.8390337],[0.29671389],[0.07906293],[-2.82775335]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-27,[-0.81108342],[0.28809652],[0.07112369],[-2.81531831]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-26,[-0.78252516],[0.27923103],[0.06316441],[-2.80242909]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-25,[-0.75344621],[0.27010785],[0.05524126],[-2.78942731]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-24,[-0.72388581],[0.26070886],[0.04740404],[-2.77660607]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-23,[-0.69382412],[0.25101707],[0.03969079],[-2.76405155]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-22,[-0.66319051],[0.24102785],[0.03212407],[-2.75150991]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-21,[-0.63190694],[0.23075493],[0.02471294],[-2.73843308]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-20,[-0.5999791],[0.22021932],[0.01746499],[-2.72446171]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-19,[-0.56763394],[0.20940703],[0.01040887],[-2.71067277]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-18,[-0.53545281],[0.19819148],[0.00362189],[-2.70169438]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-17,[-0.50437593],[0.18627679],[-0.00274512],[-2.70766915]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-16,[-0.47601671],[0.17335649],[-0.00850886],[-2.74588338]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-15,[-0.4581891],[0.15926743],[-0.01344824],[-2.87685374]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-14,[-0.45737243],[0.14494957],[-0.02050594],[-3.15539008]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-13,[-0.77625466],[0.05714301],[-0.0577393],[-13.58442056]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-12,[-0.85531195],[0.03281395],[-0.06599571],[-26.06549408]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-11,[-0.83693289],[0.02539524],[-0.06359313],[-32.95629499]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-10,[-0.75650241],[0.02068702],[-0.06339273],[-36.56894142]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-9,[-0.64284399],[0.01686117],[-0.06742647],[-38.12570119]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-8,[-0.50948816],[0.01380088],[-0.07463406],[-36.91707618]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-7,[-0.36926155],[0.01155733],[-0.08243061],[-31.95042009]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-6,[-0.24458541],[0.01013782],[-0.08571706],[-24.1260285]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-5,[-0.13745915],[0.00926339],[-0.0844809],[-14.83896058]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-4,[-0.03455078],[0.00862842],[-0.08253675],[-4.00429958]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-3,[0.06908857],[0.00804464],[-0.08130432],[8.58814475]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-2,[0.17448332],[0.00726317],[-0.08060019],[24.02301512]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,-1,[0.27684812],[0.00633592],[-0.07834618],[43.69501276]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,0,[0.37568303],[0.00605134],[-0.07532293],[62.08265748]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,1,[0.48220462],[0.00610485],[-0.07323228],[78.98718301]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,2,[0.61262029],[0.0065144],[-0.0773144],[94.0409208]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,3,[0.7361221],[0.00695812],[-0.08042284],[105.79329973]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,4,[0.84218531],[0.0073745],[-0.07988492],[114.20241102]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,5,[0.93462978],[0.00798381],[-0.07672985],[117.06566403]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,6,[1.01942296],[0.00920878],[-0.07209026],[110.70114454]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,7,[1.10279093],[0.01075168],[-0.06740702],[102.56915583]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,8,[1.18463952],[0.01237834],[-0.06273124],[95.70261904]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,9,[1.25986989],[0.01437475],[-0.05742338],[87.64463375]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,10,[1.32830991],[0.01653652],[-0.05146802],[80.32585931]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,11,[1.38715501],[0.01905654],[-0.0445096],[72.79153282]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,12,[1.43517382],[0.0223217],[-0.03741],[64.29501475]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,13,[1.47332726],[0.02675351],[-0.0314206],[55.07043808]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,14,[1.50158469],[0.03276071],[-0.02688158],[45.83492967]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,15,[1.51885444],[0.04087722],[-0.02394464],[37.15649903]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,16,[1.52275687],[0.05140765],[-0.02250855],[29.62120968]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,17,[1.51063096],[0.06453512],[-0.02293009],[23.40788784]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,18,[1.48247396],[0.08101006],[-0.02657349],[18.29987438]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,19,[1.44514163],[0.10052384],[-0.03332805],[14.37610805]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,20,[1.40800009],[0.12136747],[-0.04224654],[11.60113205]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,21,[1.37265186],[0.14272909],[-0.05319824],[9.61718348]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,22,[1.33844075],[0.16421979],[-0.06625968],[8.15030123]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,23,[1.32425394],[0.18235893],[-0.08226019],[7.26179922]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,24,[1.33372658],[0.1951761],[-0.10020872],[6.83345236]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,25,[1.31550039],[0.2151823],[-0.11657526],[6.11342285]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,26,[1.28947829],[0.23764676],[-0.13334148],[5.4260294]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,27,[1.25509472],[0.26449267],[-0.15145316],[4.74529118]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,28,[1.22817322],[0.29334639],[-0.16760174],[4.18676787]
vae_airfoil_2,vae_airfoil_2.dat,750000.0,29,[1.2328106],[0.31178225],[-0.17916484],[3.95407557]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-30,[-0.89662424],[0.31365383],[0.0931082],[-2.85864271]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-29,[-0.87060476],[0.30544149],[0.08549441],[-2.85031603]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-28,[-0.84373143],[0.29690168],[0.07776047],[-2.84178735]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-27,[-0.81610084],[0.28806052],[0.06996048],[-2.83308809]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-26,[-0.78778233],[0.27893866],[0.06214934],[-2.8242135]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-25,[-0.75880277],[0.26955512],[0.05437953],[-2.81501894]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-24,[-0.72913393],[0.259932],[0.04669682],[-2.80509489]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-23,[-0.69869005],[0.25009858],[0.03913602],[-2.79365858]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-22,[-0.66734856],[0.24009235],[0.03171876],[-2.77954951]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-21,[-0.6350153],[0.22994741],[0.02445632],[-2.76156751]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-20,[-0.60176446],[0.2196473],[0.01736116],[-2.73968518]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-19,[-0.56805447],[0.20901957],[0.01047123],[-2.71770955]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-18,[-0.53501329],[0.19760197],[0.00387265],[-2.70753016]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-17,[-0.50655118],[0.18428737],[-0.00256549],[-2.74870261]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-16,[-0.50309269],[0.16513036],[-0.01001907],[-3.04663953]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-15,[-0.53620725],[0.13987936],[-0.02043941],[-3.83335509]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-14,[-0.88202577],[0.05183648],[-0.06294172],[-17.01554043]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-13,[-0.95022956],[0.03223751],[-0.06926526],[-29.47589867]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-12,[-0.93242786],[0.02535235],[-0.06528033],[-36.77874768]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-11,[-0.86100149],[0.02098106],[-0.06318716],[-41.03707893]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-10,[-0.75626763],[0.01741313],[-0.06539521],[-43.43088221]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-9,[-0.62959277],[0.01440085],[-0.07131037],[-43.7191525]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-8,[-0.48955227],[0.01202778],[-0.07937669],[-40.70178744]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-7,[-0.35695534],[0.01035763],[-0.0849298],[-34.46304302]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-6,[-0.24536181],[0.00930285],[-0.0850603],[-26.37490412]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-5,[-0.14138664],[0.00858072],[-0.08320803],[-16.47724645]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-4,[-0.03663267],[0.00802774],[-0.0817478],[-4.56325896]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-3,[0.06870677],[0.00754592],[-0.08082698],[9.10515235]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-2,[0.17468637],[0.00698782],[-0.08044419],[24.99870337]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,-1,[0.278649],[0.00604182],[-0.07872136],[46.12004634]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,0,[0.38152],[0.00574161],[-0.07684172],[66.44831724]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,1,[0.48228807],[0.00563584],[-0.07377955],[85.57519044]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,2,[0.60267817],[0.00593358],[-0.0751241],[101.57075696]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,3,[0.73031501],[0.00639317],[-0.07902355],[114.23366312]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,4,[0.84284072],[0.00686428],[-0.079998],[122.78644726]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,5,[0.93928102],[0.00762227],[-0.07777211],[123.22846222]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,6,[1.0257469],[0.00887511],[-0.07335092],[115.57566609]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,7,[1.11028667],[0.01019435],[-0.06884381],[108.91200641]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,8,[1.19295085],[0.01173511],[-0.06420837],[101.65657878]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,9,[1.2715125],[0.01352094],[-0.05952851],[94.04022949]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,10,[1.34478325],[0.01539969],[-0.05420858],[87.32531719]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,11,[1.40867911],[0.01759103],[-0.04767104],[80.07940139]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,12,[1.46166979],[0.02038638],[-0.04050864],[71.69833714]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,13,[1.50514123],[0.02414432],[-0.03407308],[62.33936245]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,14,[1.53955007],[0.02920928],[-0.02894163],[52.70756911]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,15,[1.56387653],[0.0360081],[-0.02517382],[43.43124626]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,16,[1.57629131],[0.04503686],[-0.02289356],[35.00002304]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,17,[1.57343396],[0.05645814],[-0.02195892],[27.86903727]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,18,[1.5518534],[0.07090603],[-0.02358706],[21.88605758]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,19,[1.51391507],[0.08923031],[-0.02906642],[16.96637749]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,20,[1.47013342],[0.11075087],[-0.03746363],[13.27423867]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,21,[1.42630425],[0.13407806],[-0.04829859],[10.63786456]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,22,[1.38089943],[0.15634349],[-0.06125953],[8.8324717]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,23,[1.35084462],[0.17615918],[-0.07768375],[7.66831819]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,24,[1.34905221],[0.1904945],[-0.0963804],[7.08184338]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,25,[1.32134161],[0.21262528],[-0.11203683],[6.21441432]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,26,[1.30819198],[0.23306181],[-0.12720541],[5.61306874]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,27,[1.30541976],[0.25077166],[-0.14249286],[5.20561115]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,28,[1.29635661],[0.27104116],[-0.15833909],[4.78287735]
vae_airfoil_2,vae_airfoil_2.dat,1000000.0,29,[1.28081428],[0.29576536],[-0.17361576],[4.33050813]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-30,[-0.99072254],[0.32081921],[0.12616468],[-3.08810228]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-29,[-0.96233185],[0.31297993],[0.11804712],[-3.07473979]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-28,[-0.93244094],[0.30480913],[0.10959242],[-3.05909783]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-27,[-0.90117135],[0.29634977],[0.10084503],[-3.04090452]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-26,[-0.86867477],[0.2876401],[0.0918626],[-3.02000577]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-25,[-0.8351322],[0.2787105],[0.08271711],[-2.99641457]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-24,[-0.80074871],[0.26958043],[0.073494],[-2.9703518]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-23,[-0.76574215],[0.26025691],[0.06428801],[-2.94225485]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-22,[-0.73032675],[0.25073581],[0.05519474],[-2.9127341]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-21,[-0.69469492],[0.24100531],[0.04629831],[-2.88248797]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-20,[-0.65900483],[0.23104848],[0.03765807],[-2.85223612]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-19,[-0.62338378],[0.2208414],[0.02929958],[-2.82276684]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-18,[-0.58795761],[0.21034658],[0.02121551],[-2.79518511]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-17,[-0.55291108],[0.19950595],[0.01337949],[-2.77140148]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-16,[-0.51857126],[0.18824095],[0.00577081],[-2.75482708]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-15,[-0.4854816],[0.17646857],[-0.00159799],[-2.75109392]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-14,[-0.45440521],[0.16414154],[-0.00866424],[-2.76837426]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-13,[-0.42621396],[0.15130628],[-0.01531957],[-2.81689534]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-12,[-0.40180498],[0.13813923],[-0.02142367],[-2.90869573]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-11,[-0.38255381],[0.12494208],[-0.02676773],[-3.06184932]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-10,[-0.37196644],[0.11219602],[-0.03088818],[-3.31532643]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-9,[-0.37841983],[0.10057469],[-0.03288967],[-3.76257505]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-8,[-0.41535442],[0.08962712],[-0.03261034],[-4.6342493]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-7,[-0.47132413],[0.07308657],[-0.03413681],[-6.44884769]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-6,[-0.46413985],[0.04569565],[-0.04923324],[-10.15719915]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-5,[-0.3440149],[0.03076361],[-0.05540635],[-11.18252779]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-4,[-0.18870784],[0.02458156],[-0.06551124],[-7.67680411]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-3,[-0.02454055],[0.02064906],[-0.07900624],[-1.18845876]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-2,[0.10700947],[0.01763247],[-0.07899512],[6.06888789]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,-1,[0.27618603],[0.01751453],[-0.08921355],[15.76896615]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,0,[0.3935249],[0.01723762],[-0.09011956],[22.82942471]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,1,[0.50461696],[0.01737578],[-0.08918513],[29.04139497]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,2,[0.61970989],[0.01768625],[-0.08837239],[35.03908207]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,3,[0.73449182],[0.01794705],[-0.08686781],[40.92548256]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,4,[0.84546141],[0.01820191],[-0.08459386],[46.44904649]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,5,[0.95025474],[0.01882265],[-0.08185874],[50.48463104]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,6,[1.05138224],[0.01987975],[-0.07926178],[52.88708773]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,7,[1.14906212],[0.02106585],[-0.07639622],[54.54619977]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,8,[1.22808663],[0.02256198],[-0.07103128],[54.43168144]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,9,[1.26765269],[0.02598772],[-0.06200169],[48.7789019]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,10,[1.29695629],[0.03231452],[-0.05286826],[40.13540933]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,11,[1.35599684],[0.0391822],[-0.04744357],[34.60747133]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,12,[1.42698426],[0.04678223],[-0.04381578],[30.50269778]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,13,[1.46651467],[0.05630951],[-0.03778735],[26.04381708]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,14,[1.43822445],[0.06921237],[-0.02869645],[20.77987472]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,15,[1.36126354],[0.08910933],[-0.02880162],[15.27632956]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,16,[1.00670299],[0.17536105],[-0.07054802],[5.74074471]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,17,[0.97369219],[0.20944574],[-0.102296],[4.64889959]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,18,[1.00788866],[0.22066483],[-0.11032267],[4.56750921]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,19,[1.03893225],[0.23174504],[-0.11996747],[4.48308306]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,20,[1.07011036],[0.24311792],[-0.13031969],[4.40161032]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,21,[1.10223527],[0.25449316],[-0.14083762],[4.33109973]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,22,[1.13535829],[0.26552658],[-0.15131825],[4.27587431]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,23,[1.16897206],[0.27606951],[-0.16163842],[4.23433957]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,24,[1.20245278],[0.28610853],[-0.17171189],[4.20278558]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,25,[1.23526375],[0.29568178],[-0.18147511],[4.17767961]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,26,[1.26700219],[0.30483345],[-0.19088086],[4.15637524]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,27,[1.29738716],[0.31359598],[-0.19989543],[4.13712946]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,28,[1.3262333],[0.32198528],[-0.20849638],[4.1189253]
vae_airfoil_3,vae_airfoil_3.dat,100000.0,29,[1.35342542],[0.33000103],[-0.21666991],[4.10127638]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-30,[-0.99068169],[0.32189972],[0.12931926],[-3.07760965]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-29,[-0.96243635],[0.31391692],[0.12106869],[-3.06589507]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-28,[-0.93275923],[0.30561815],[0.11251528],[-3.05204137]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-27,[-0.90177865],[0.29704529],[0.10370968],[-3.0358288]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-26,[-0.86965085],[0.28823165],[0.09471356],[-3.01719411]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-25,[-0.83655581],[0.27919886],[0.08559905],[-2.9962723]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-24,[-0.8026866],[0.26995459],[0.07644565],[-2.97341342]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-23,[-0.76823137],[0.26049238],[0.06733363],[-2.94915105]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-22,[-0.7333513],[0.25079457],[0.05833364],[-2.92411157]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-21,[-0.69816297],[0.24083736],[0.04949445],[-2.89889815]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-20,[-0.66273905],[0.2305938],[0.04083377],[-2.87405409]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-19,[-0.6271426],[0.2200301],[0.03233867],[-2.85025817]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-18,[-0.59150062],[0.20909443],[0.02398025],[-2.82886837]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-17,[-0.55609667],[0.19770432],[0.01573943],[-2.81276944]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-16,[-0.52142175],[0.1857447],[0.00763062],[-2.80719581]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-15,[-0.48812002],[0.17308894],[-0.00029328],[-2.82005319]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-14,[-0.45690534],[0.15964672],[-0.00795078],[-2.86197761]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-13,[-0.42883387],[0.14545117],[-0.01520694],[-2.94830132]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-12,[-0.40651757],[0.1308509],[-0.02172686],[-3.10672358]
vae_airfoil_3,vae_airfoil_3.dat,250000.0,-11,[-0.39581216],[0.11678794],[-0.02683031],[-3.38915259]
